Sentence,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,Sentence_Length
Make yourself valuable.,"[('Make', 'VB'), ('yourself', 'PRP'), ('valuable.', 'JJ')]",[0.         0.         0.         ... 0.59077293 0.         0.        ],0.4767,"[ 5.5483244e-03  2.7631086e-03  5.5868705e-03  6.5002609e-03
  1.4248076e-03 -1.9266260e-03  4.4371616e-03  1.2542505e-03
 -7.4875070e-04 -7.6789777e-03 -1.9916624e-03 -5.5007264e-03
  3.2120587e-03 -6.0135830e-04 -3.2475833e-03 -1.1685021e-03
 -5.7937717e-04  1.1131192e-03 -3.4248258e-03 -1.2580203e-03
  1.6659955e-03 -4.8745577e-03 -2.2657809e-03 -3.1707883e-03
 -1.1169413e-03  6.7863776e-03 -6.3702799e-03 -6.9352210e-04
  3.4125166e-03 -4.7381194e-03  2.9700489e-03 -1.2914496e-03
 -2.3580352e-03 -1.7098474e-03  6.5722023e-03  2.1437779e-03
  3.3307138e-03 -1.1885915e-03 -2.7498251e-03  2.6603879e-03
 -5.4777316e-03 -2.0832226e-03 -4.5684753e-03  5.7247416e-03
  2.0937605e-03  1.6180364e-03 -7.1984958e-03 -2.2258107e-03
  1.7832055e-03  5.7114088e-03  1.5286949e-03 -6.7424369e-03
  8.8818226e-04 -4.7593894e-03 -8.6955577e-03  6.8481057e-03
  3.3471480e-03 -2.5947292e-03  2.3869004e-03  1.6813806e-03
  5.7504065e-03 -4.3834154e-03  2.6110886e-04 -1.3146451e-03
 -2.6228942e-03  2.9813719e-03 -4.4061258e-03  4.0187985e-03
 -5.0242064e-03 -1.1632266e-03 -8.8555403e-03 -6.3066446e-04
  6.8613514e-03  2.7530377e-03  6.8246933e-05  4.8867268e-03
  1.0336196e-03 -2.7671608e-04 -1.2349859e-03 -2.1515095e-03
 -6.1730482e-04 -9.2488714e-05 -2.8437623e-04  1.0570940e-02
  3.6251273e-03  9.1898441e-04  3.2210574e-03  2.2912454e-03
  3.6162641e-03 -1.0974768e-03  1.9251043e-03  4.1221734e-04
  1.9015754e-03  1.8161930e-03  1.0035641e-02  9.5928647e-04
  1.9081030e-04 -3.4880394e-03 -2.6861962e-03 -4.1384003e-03]",3
Don't be just a extra body on the ground.,"[(""Don't"", 'VBP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('extra', 'JJ'), ('body', 'NN'), ('on', 'IN'), ('the', 'DT'), ('ground.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.01229156  0.02463963  0.00635966 -0.00254563  0.01088989 -0.04092781
  0.01647053  0.04898261 -0.01610633 -0.01618438 -0.00516292 -0.03615003
 -0.00443138  0.01020301  0.0103585  -0.01883628  0.00704097 -0.01502145
 -0.0031785  -0.04400931  0.01188918  0.01426502  0.01375927 -0.01231209
 -0.00367674  0.00580746 -0.00961311 -0.00748943 -0.0303189   0.00224236
  0.03055513 -0.00196149 -0.00146548 -0.02393834 -0.01247781  0.02522335
  0.01764661 -0.01298054 -0.01884692 -0.02755366  0.00943573 -0.01726238
 -0.01318969  0.0026268   0.02790041 -0.00355249 -0.01860963 -0.00708269
  0.01292849  0.01105855  0.01104572 -0.01372049 -0.00328551 -0.00670344
 -0.02101402  0.00772029  0.00739577  0.00263095 -0.02013714  0.00572498
  0.00316494 -0.00159586  0.00926204 -0.00933784 -0.02120223  0.01911924
  0.00855636  0.02164178 -0.03019244  0.02406569 -0.01667909  0.01653938
  0.02584362  0.00089793  0.02830868  0.01405181  0.00233412  0.00064201
 -0.02214992 -0.00012942 -0.01530967  0.00575511 -0.01966312  0.03113656
 -0.00925473 -0.0047685   0.01416992  0.01912186  0.02195894  0.00628297
  0.03133583  0.01543749  0.00864855  0.00044644  0.0367055   0.01675862
  0.02251779 -0.02142536 -0.00337326 -0.00607389]",9
"If we can all just have a look around the general area and we'll Just bring it all in and then we'll see what we got and figure out what we're going to build, eh?","[('If', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('all', 'DT'), ('just', 'RB'), ('have', 'VB'), ('a', 'DT'), ('look', 'NN'), ('around', 'IN'), ('the', 'DT'), ('general', 'JJ'), ('area', 'NN'), ('and', 'CC'), (""we'll"", 'PRP'), ('Just', 'RB'), ('bring', 'NN'), ('it', 'PRP'), ('all', 'DT'), ('in', 'IN'), ('and', 'CC'), ('then', 'RB'), (""we'll"", 'PRP'), ('see', 'VB'), ('what', 'WP'), ('we', 'PRP'), ('got', 'VBD'), ('and', 'CC'), ('figure', 'NN'), ('out', 'IN'), ('what', 'WP'), (""we're"", 'PRP'), ('going', 'VBG'), ('to', 'TO'), ('build,', 'NN'), ('eh?', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-1.29561825e-02  2.73683500e-02  5.12685487e-03 -2.31102295e-03
  1.49650145e-02 -4.82138805e-02  1.89862344e-02  5.51267006e-02
 -2.01282669e-02 -1.92842241e-02 -8.62998236e-03 -3.84192392e-02
 -6.23302162e-03  1.25120664e-02  9.99357738e-03 -1.78791694e-02
  6.90977322e-03 -1.56635586e-02 -4.56286035e-03 -4.73234765e-02
  1.42125916e-02  1.60518438e-02  1.54515151e-02 -1.25329653e-02
 -1.43695751e-03  4.21272498e-03 -1.20215071e-02 -9.65267885e-03
 -3.50624882e-02  3.52969626e-03  3.92155424e-02  2.33593094e-03
 -1.67603939e-04 -2.81754155e-02 -1.22028235e-02  2.32420415e-02
  1.63833722e-02 -1.32540017e-02 -1.50088891e-02 -3.41194645e-02
  7.49231596e-03 -1.81772690e-02 -1.53657552e-02  1.17866776e-03
  3.05776186e-02 -5.26197255e-03 -1.72398798e-02 -6.09177724e-03
  1.74056105e-02  1.33225424e-02  1.36845456e-02 -1.66411735e-02
 -3.94926348e-04 -5.60251251e-03 -2.19430812e-02  1.43967131e-02
  4.90854541e-03  5.12877991e-03 -2.34306809e-02  8.81573278e-03
  5.10191824e-03 -6.71921371e-05  1.19964657e-02 -8.25197995e-03
 -2.52276752e-02  2.15912908e-02  1.38108470e-02  2.54314430e-02
 -3.32777835e-02  3.07159089e-02 -1.97399165e-02  1.75669100e-02
  2.71652509e-02  6.35035860e-04  3.29871699e-02  1.59454942e-02
 -5.15405438e-04  6.02711516e-05 -2.08946764e-02 -2.66394694e-03
 -2.00875849e-02  5.42361988e-03 -2.21449118e-02  3.33166979e-02
 -7.03165540e-03 -6.15516398e-03  1.58084724e-02  2.22293101e-02
  2.05020942e-02  6.33997750e-03  3.65477614e-02  1.49709666e-02
  6.49745157e-03  3.56518105e-03  4.26899455e-02  1.80985630e-02
  2.34640334e-02 -2.56350413e-02 -6.94741402e-03 -5.44212526e-03]",35
Alright.,"[('Alright.', 'NNP')]",[0. 0. 0. ... 0. 0. 0.],0.25,"[-5.3245686e-03  8.0510071e-03  2.5622810e-03 -8.9675859e-03
 -4.7331094e-04  8.7526254e-03  2.0656215e-03  1.9317484e-03
  2.3645926e-03 -2.2506225e-03 -5.2762544e-03  4.5770477e-03
  8.3804084e-03 -5.6749308e-03 -9.0329052e-04 -6.4404700e-03
  5.9948838e-03 -3.9175283e-03  3.0899656e-03  4.6973405e-03
 -1.5688944e-03 -4.5991135e-03 -6.5629007e-03  1.7013013e-03
 -7.2559714e-04 -8.5153691e-03  4.4124485e-03 -9.0444684e-03
 -9.4272541e-03 -1.3608229e-03 -3.8691533e-03  4.5303451e-03
 -5.8001564e-03 -9.9984296e-03  2.2931385e-03  4.9195006e-03
  6.8353284e-03 -4.0509878e-03 -4.8097493e-03 -9.3103293e-03
  2.3583723e-03 -4.1521620e-03  9.1916206e-04  7.7010379e-03
 -6.2794564e-04 -1.2746715e-03 -5.7428312e-03  4.7048666e-03
  1.7989505e-03  9.0662250e-03 -5.2843094e-05  8.0516338e-03
  2.7786482e-03 -6.7814542e-03 -1.9056964e-03 -5.6693195e-03
 -7.9061100e-03  6.0773315e-03  5.7378924e-03 -8.9589739e-03
  4.6566711e-03  5.2251159e-03 -7.9712570e-03 -1.3411653e-03
  4.0447917e-03  1.0514021e-04 -7.2895694e-03  7.2394814e-03
 -8.6488845e-03  5.8721780e-04 -1.1322903e-03  1.2252569e-04
 -8.4113143e-03  9.4795553e-03  3.5549295e-03 -8.7944781e-03
 -3.6872507e-03  8.9475866e-03  4.7083329e-03 -9.9973762e-03
 -3.1753492e-03  6.8166293e-03 -5.3358246e-03 -7.0715654e-03
 -1.6166866e-03  7.7596102e-03  6.9326675e-03 -6.0965228e-03
 -1.3628566e-03  7.6918211e-03  6.5127779e-03  5.1041399e-03
  6.5208422e-03  2.9713071e-03 -7.3666929e-04  7.7060936e-04
  4.3357993e-03 -3.4884394e-03 -7.4639323e-04  6.3561760e-03]",1
The first thing that I noticed about the tribe members is that that a lot of people are standoffish and I'm wondering if it's because of Tony being so direct.,"[('The', 'DT'), ('first', 'RB'), ('thing', 'NN'), ('that', 'IN'), ('I', 'PRP'), ('noticed', 'VBN'), ('about', 'IN'), ('the', 'DT'), ('tribe', 'NN'), ('members', 'NNS'), ('is', 'VBZ'), ('that', 'IN'), ('that', 'IN'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('people', 'NNS'), ('are', 'VBP'), ('standoffish', 'NN'), ('and', 'CC'), (""I'm"", 'PRP'), ('wondering', 'VBG'), ('if', 'IN'), (""it's"", 'PRP'), ('because', 'IN'), ('of', 'IN'), ('Tony', 'NN'), ('being', 'VBG'), ('so', 'RB'), ('direct.', 'JJ')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.01283193  0.02653657  0.00641627 -0.00168544  0.01440547 -0.04703296
  0.01967582  0.05467096 -0.02056868 -0.02020418 -0.0094958  -0.03687323
 -0.00407924  0.01132266  0.01166265 -0.01780506  0.00663186 -0.01912271
 -0.00692028 -0.04900141  0.01483614  0.01846647  0.01507918 -0.01436344
 -0.0034135   0.00366337 -0.01247041 -0.00955124 -0.03766335  0.00369867
  0.03739785  0.00078345  0.00026601 -0.02961245 -0.01686357  0.02562759
  0.01403615 -0.01456062 -0.01634649 -0.03421262  0.00982137 -0.0172477
 -0.01464811 -0.00044307  0.03239832 -0.00547906 -0.01764914 -0.00691268
  0.01872401  0.01370093  0.01265429 -0.01792766 -0.00033132 -0.0069042
 -0.0225965   0.01241079  0.00423878  0.00493935 -0.02520426  0.00871809
  0.00707719  0.00149064  0.01081696 -0.00944854 -0.02362746  0.02270787
  0.01171163  0.0264595  -0.03426474  0.02898721 -0.01986633  0.02048142
  0.02843144  0.00015915  0.03338369  0.01610635  0.00011202 -0.00100068
 -0.02163834 -0.00214341 -0.01707518  0.00448325 -0.02379488  0.03560625
 -0.009321   -0.00800854  0.01482396  0.02372104  0.02236495  0.00614945
  0.03714176  0.01748616  0.00642304  0.00401368  0.04558304  0.01878825
  0.02045703 -0.02533442 -0.00427248 -0.0058975 ]",30
"As soon as we walk in, he knew what he thought we needed to do, who was in charge and so we kind of let it happen.","[('As', 'IN'), ('soon', 'RB'), ('as', 'IN'), ('we', 'PRP'), ('walk', 'NN'), ('in,', 'IN'), ('he', 'PRP'), ('knew', 'NNS'), ('what', 'WP'), ('he', 'PRP'), ('thought', 'NN'), ('we', 'PRP'), ('needed', 'VBN'), ('to', 'TO'), ('do,', 'VB'), ('who', 'WP'), ('was', 'VBD'), ('in', 'IN'), ('charge', 'NN'), ('and', 'CC'), ('so', 'RB'), ('we', 'PRP'), ('kind', 'NN'), ('of', 'IN'), ('let', 'VB'), ('it', 'PRP'), ('happen.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-1.27589423e-02  2.03307364e-02  3.94952716e-03 -1.60505599e-03
  1.17077958e-02 -3.51235233e-02  1.36950370e-02  4.13032360e-02
 -1.49400467e-02 -1.38876541e-02 -7.33078178e-03 -2.80945394e-02
 -3.68879898e-03  1.13276998e-02  8.80263280e-03 -1.42285367e-02
  5.60709648e-03 -1.12384101e-02 -6.52981410e-03 -3.77646983e-02
  8.59027356e-03  1.23336967e-02  1.02222962e-02 -1.03467023e-02
 -9.09174734e-04  1.44834048e-03 -9.95822158e-03 -9.50707309e-03
 -2.75721382e-02  3.07876826e-03  2.92119421e-02  1.03233242e-03
  2.74875946e-03 -2.06320658e-02 -9.22587886e-03  1.81931406e-02
  1.25787929e-02 -1.01263579e-02 -1.08268941e-02 -2.40644142e-02
  9.26773623e-03 -1.52933765e-02 -9.72487219e-03  6.91787282e-04
  2.14841757e-02 -6.60448335e-03 -1.27466265e-02 -4.33534058e-03
  1.42685780e-02  1.11488933e-02  1.11056641e-02 -1.23578897e-02
  8.13520455e-04 -1.88455218e-03 -1.57396309e-02  1.17782094e-02
  5.42809395e-03  4.67193685e-03 -1.68657731e-02  6.36399304e-03
  6.57153362e-03  3.84289560e-05  1.03973011e-02 -8.57747905e-03
 -1.77995097e-02  1.60479173e-02  9.00777988e-03  1.72074884e-02
 -2.65612882e-02  2.40436047e-02 -1.52735189e-02  1.32347811e-02
  2.04430837e-02  1.05001568e-03  2.65082642e-02  1.20030204e-02
 -2.96605402e-04  8.92589160e-04 -1.71651319e-02 -1.56213704e-03
 -1.28410617e-02  5.27965324e-03 -1.76796168e-02  2.64494251e-02
 -7.48870894e-03 -4.96687600e-03  9.05584265e-03  1.70963462e-02
  1.69179197e-02  7.34297279e-03  2.95757446e-02  1.20232981e-02
  3.68033606e-03  1.90956646e-03  3.22128758e-02  1.28466319e-02
  1.77242402e-02 -2.04715021e-02 -3.75717785e-03 -4.82376898e-03]",27
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
You've got some stuff a bit rotten.,"[(""You've"", 'PRP'), ('got', 'VBD'), ('some', 'DT'), ('stuff', 'NN'), ('a', 'DT'), ('bit', 'NN'), ('rotten.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],-0.5106,"[-0.01049756  0.01808664  0.0059451  -0.00204565  0.01319067 -0.03351883
  0.01490957  0.03891556 -0.00661988 -0.01335882 -0.00390768 -0.02581403
 -0.00549076  0.01283326  0.00735423 -0.00890472  0.0029763  -0.01067381
 -0.00444876 -0.03328286  0.0080157   0.01201237  0.01066065 -0.00631711
 -0.00439567  0.00391884 -0.00655985 -0.01048032 -0.02583475  0.00583407
  0.02711891 -0.00201961  0.00112116 -0.02050334 -0.00989518  0.01987548
  0.01181131 -0.01166641 -0.01053543 -0.02635119  0.00815779 -0.01088243
 -0.01025967 -0.00067738  0.02030538 -0.00195051 -0.01309574 -0.00802284
  0.01529759  0.01201397  0.00736493 -0.0107716  -0.00377947 -0.00311093
 -0.01730419  0.01108449  0.0016027   0.00387038 -0.01567854  0.00445706
  0.00538272 -0.00137798  0.00896388 -0.00191392 -0.01108102  0.01470957
  0.00993363  0.01339403 -0.02346845  0.0218206  -0.01357586  0.01283434
  0.01706319 -0.0034842   0.02198371  0.01145997 -0.00045455 -0.00161635
 -0.01421078 -0.00311051 -0.01182596  0.00354698 -0.01395883  0.02182112
 -0.00826849 -0.00631512  0.00600153  0.01478426  0.01484402  0.00227424
  0.02463739  0.01015356  0.0071467   0.00403366  0.03356074  0.01402165
  0.0142473  -0.01967737 -0.00630958 -0.00238507]",7
"Give it a good kick first, eh?","[('Give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('good', 'JJ'), ('kick', 'NN'), ('first,', 'RB'), ('eh?', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.4404,"[-0.0086396   0.02025594  0.00181216 -0.00150036  0.0097134  -0.0294321
  0.00911218  0.03202166 -0.01017668 -0.01146881 -0.00503327 -0.0156175
 -0.00422278  0.00392803  0.00565163 -0.00931406  0.00802383 -0.00964193
 -0.00475526 -0.02900875  0.00659052  0.01278185  0.00943592 -0.00331006
 -0.00142317 -0.00079744 -0.00794219 -0.00658077 -0.02029432  0.00256422
  0.0215218  -0.00053255  0.00205757 -0.01701409 -0.00457058  0.01506238
  0.00727962 -0.0088735  -0.0113043  -0.02064858  0.00699267 -0.01324527
 -0.00449324  0.00143048  0.01544968 -0.00423184 -0.01114709 -0.0009778
  0.00953733  0.00669235  0.00691929 -0.00782897 -0.00304375 -0.00375012
 -0.01244981  0.01043015  0.00243356  0.00589592 -0.01517011  0.00420838
  0.00085165  0.00214113  0.00798604 -0.00522346 -0.01067615  0.01300135
  0.01178555  0.01780759 -0.01847822  0.01218845 -0.01092832  0.00858275
  0.01393437  0.00029082  0.01801464  0.00558066 -0.00274811  0.00339621
 -0.0161788  -0.00255682 -0.01190326  0.00281613 -0.01038348  0.01645288
 -0.00367554 -0.00526593  0.00834925  0.01755113  0.01149111  0.00077838
  0.02127347  0.01155667  0.0017364   0.00119705  0.02800731  0.01057146
  0.01550187 -0.01801855 -0.00309252 -0.00323928]",7
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
"Tony, were you thinking just to build our actual structure in this little area here?","[('Tony,', 'NNP'), ('were', 'VBD'), ('you', 'PRP'), ('thinking', 'VBG'), ('just', 'RB'), ('to', 'TO'), ('build', 'NN'), ('our', 'PRP$'), ('actual', 'JJ'), ('structure', 'NN'), ('in', 'IN'), ('this', 'DT'), ('little', 'JJ'), ('area', 'NN'), ('here?', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00655962  0.01727893  0.00839722 -0.00218937  0.00907925 -0.03422473
  0.01345063  0.04072856 -0.01263353 -0.0139312  -0.00568294 -0.02800411
 -0.00411845  0.00761461  0.00593571 -0.01111889  0.00525879 -0.0124968
 -0.00310831 -0.03193708  0.00785856  0.0086965   0.01108489 -0.00960408
 -0.00225651  0.00387929 -0.00923747 -0.0063434  -0.0245357   0.00241912
  0.02510655  0.00083944  0.00049302 -0.01871007 -0.01057173  0.01876555
  0.00768672 -0.01340172 -0.01168333 -0.02487015  0.00826643 -0.01151302
 -0.00971487  0.00051146  0.0199812  -0.00213341 -0.01216674 -0.00496198
  0.01163032  0.01167812  0.00992684 -0.01307884 -0.00296876 -0.00248629
 -0.01576382  0.00923123  0.00342812  0.00503346 -0.01459916  0.00705092
  0.00151575  0.00020276  0.00943134 -0.00685695 -0.01695641  0.01621824
  0.0103923   0.01574981 -0.02547523  0.02135045 -0.01642549  0.01479414
  0.01749788  0.00074026  0.02526716  0.01322609 -0.00036323 -0.00083547
 -0.01452095 -0.00043513 -0.01443098  0.00641043 -0.01394529  0.02520621
 -0.00819254 -0.00589595  0.01117737  0.01354671  0.01280463  0.00546245
  0.02463925  0.00993271  0.00315241  0.00384746  0.03028525  0.01174741
  0.0155264  -0.01840005 -0.00536701 -0.00261406]",15
Yeah.,"[('Yeah.', 'UH')]",[0. 0. 0. ... 0. 0. 0.],0.296,"[-0.00172141  0.00640614 -0.00927654 -0.00914653 -0.00520218  0.00095224
 -0.00717562 -0.00944602 -0.00888567 -0.00046301  0.00741351 -0.00837859
 -0.00533302  0.0015175   0.00331933 -0.00845817  0.00786776 -0.00821638
  0.0047363   0.00941531  0.00566017  0.00617286  0.00823663  0.00345291
 -0.00714446  0.00574707 -0.00831294 -0.00572386  0.00590568 -0.0079294
 -0.00587038 -0.00355836  0.00339306  0.0052197   0.00205528  0.00510855
 -0.00262707  0.00435198 -0.0070484  -0.00166024 -0.0077448   0.00017381
  0.00469816  0.00480003 -0.00465527  0.00175047  0.00781123 -0.00557382
 -0.00378775 -0.00059754 -0.00471976  0.00869686  0.00754213  0.00922141
  0.00936289 -0.00845084 -0.00047974 -0.00760638 -0.00480977 -0.00883971
  0.00341577  0.00010645 -0.00691568  0.00796308  0.00095298  0.00029857
 -0.00356407 -0.00334661 -0.00264244  0.00762218  0.00239459 -0.00517093
  0.00472994  0.0009905  -0.00273315  0.00770945 -0.00394724  0.00743152
 -0.00421543 -0.00735646 -0.00449653 -0.0038985  -0.0007044  -0.00184451
  0.00511122  0.00545057 -0.00173884  0.00373369 -0.00202847  0.00073461
 -0.00136644 -0.00246282 -0.00471682 -0.00426179  0.00012702  0.00164945
 -0.00944871  0.00607636 -0.00168062 -0.00297438]",1
I don't mind Tony taking a leadership role in this truck.,"[('I', 'PRP'), (""don't"", 'VBP'), ('mind', 'NN'), ('Tony', 'NN'), ('taking', 'VBG'), ('a', 'DT'), ('leadership', 'NN'), ('role', 'NN'), ('in', 'IN'), ('this', 'DT'), ('truck.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-9.00774635e-03  1.95608437e-02  4.66831541e-03 -2.49920925e-03
  1.01469150e-02 -3.20037752e-02  1.46092856e-02  3.92055400e-02
 -1.38850249e-02 -1.54913692e-02 -3.20769614e-03 -2.63166353e-02
 -2.71777273e-03  8.66371300e-03  8.81001167e-03 -1.53796170e-02
  6.51859911e-03 -1.63641442e-02 -6.80792378e-03 -3.18997763e-02
  1.11441351e-02  1.34281572e-02  9.92536452e-03 -7.51579693e-03
 -2.26665195e-03  3.14914738e-03 -1.15140146e-02 -4.97277826e-03
 -2.43988167e-02  3.17456503e-03  2.31547002e-02  4.81573690e-04
 -1.09167898e-03 -2.06036512e-02 -1.07172867e-02  1.96222179e-02
  1.11842649e-02 -1.33105516e-02 -1.00268908e-02 -2.29423884e-02
  4.82665841e-03 -1.04407780e-02 -6.86805509e-03  1.02587917e-03
  2.15542875e-02 -1.91428151e-03 -1.02411620e-02 -5.50864963e-03
  1.23912664e-02  1.10738762e-02  8.11548438e-03 -1.17037687e-02
 -2.55874451e-03 -5.78353368e-03 -1.59574784e-02  7.41023896e-03
  2.72389152e-03  4.10881639e-03 -1.52636031e-02  6.74565928e-03
  5.64477779e-03 -2.97446997e-04  8.74295551e-03 -6.94382051e-03
 -1.71118211e-02  1.75309945e-02  1.13153029e-02  1.65235437e-02
 -2.77372189e-02  1.92012452e-02 -1.39640365e-02  1.66099295e-02
  1.98664777e-02  1.66826751e-04  2.34128702e-02  1.09239202e-02
 -2.23225728e-03  4.68855724e-05 -1.58852842e-02 -3.26941139e-03
 -1.40879396e-02  6.32063486e-03 -1.32573750e-02  2.50169579e-02
 -5.56835998e-03 -3.86692490e-03  1.08209169e-02  1.22107714e-02
  1.37872370e-02  5.14279492e-03  2.23827194e-02  1.01779839e-02
  5.48866484e-03  4.11301292e-03  2.93669384e-02  9.66589712e-03
  1.21080913e-02 -1.59750618e-02 -2.94343405e-03 -1.11951865e-03]",11
