Start Time,End Time,Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
"00:23:54,000","00:23:56,000",maar dat betekent natuurlijk ook dat jij een beetje meedoet aan Big Brother.,maar dat betekent natuurlijk ook dat jij een beetje meedoet aan Big Brother.,but of course that also means that you participate a little in Big Brother.,neutral,realization,surprise,surprise
"00:23:57,000","00:23:58,000","Ja, zeker.","Ja, zeker.",Of course.,neutral,agreement,neutral,neutral
"00:23:58,000","00:23:59,000",Hoe is het voor jou?,Hoe is het voor jou?,How is it for you?,neutral,curiosity,neutral,neutral
"00:23:59,000","00:24:01,000","Ja, superleuk. Spannend.","Ja, superleuk. Spannend.","Yes, super fun. Exciting.",happiness,excitement,happiness,happiness
"00:24:01,000","00:24:03,000",Maar je moet hem natuurlijk ook gaan missen.,Maar je moet hem natuurlijk ook gaan missen.,But of course you will also miss him.,sadness,sadness,sadness,sadness
"00:24:03,000","00:24:06,000","Ja, maar weet je, ik zie hem op het beeld.","Ja, maar weet je, ik zie hem op het beeld.","Yeah, but you know, I see him in the picture.",neutral,relief,happiness,neutral
"00:24:06,000","00:24:08,000","Maar jullie zijn echt altijd samen, hè?","Maar jullie zijn echt altijd samen, hè?","But you guys are always together, aren't you?",surprise,curiosity,neutral,surprise
"00:24:08,000","00:24:09,000",Altijd.,Altijd.,Always.,neutral,neutral,neutral,neutral
"00:49:40,000","00:49:43,000",Hij zit ook gewoon glashard te liggen.,Hij zit ook gewoon glashard te liggen.,He also just sits there as hard as a rock.,neutral,admiration,happiness,happiness
"00:49:43,000","00:49:45,000","Zoekgeschiedenis, safari.","Zoekgeschiedenis, safari.","Search history, safari.",neutral,curiosity,neutral,neutral
"00:49:45,000","00:49:47,000",Gisteren nog gezocht op...,Gisteren nog gezocht op...,Yesterday I searched for...,neutral,neutral,neutral,neutral
"00:49:47,000","00:49:50,000",Waar staan overal camera's langs de snelweg?,Waar staan overal camera's langs de snelweg?,Where are there cameras along the highway?,neutral,curiosity,neutral,neutral
"00:49:50,000","00:49:53,000","Dus weet je wel, die vent zit er keihard in.","Dus weet je wel, die vent zit er keihard in.","So you know, this guy is really into it.",happiness,admiration,happiness,happiness
"00:49:53,000","00:49:55,000","Weet je wel, tot zijn vuist diep.","Weet je wel, tot zijn vuist diep.","You know, up to his fist deep.",neutral,amusement,happiness,neutral
"00:49:56,000","00:49:59,000","Maar goed, laten we maar het idee hebben dat we...","Maar goed, laten we maar het idee hebben dat we...","Anyway, let's just have the idea that we...",neutral,optimism,happiness,neutral
"00:49:59,000","00:50:01,000","Sterk, dat was het doel, hè? Ja.","Sterk, dat was het doel, hè? Ja.","Strong, that was the goal, right? Yes.",happiness,approval,happiness,happiness
"00:50:03,000","00:50:04,000",Daar zijn ze. Daar zijn ze.,Daar zijn ze. Daar zijn ze.,There they are. There they are.,neutral,excitement,happiness,happiness
"00:50:04,000","00:50:08,000",In Breda wordt het wachten van Bishan en Shiva beloond.,In Breda wordt het wachten van Bishan en Shiva beloond.,"In Breda, Bishan and Shiva's wait is rewarded.",neutral,relief,happiness,neutral
"00:50:08,000","00:50:11,000",Het stel dat beloofde terug te komen staat nu voor ze.,Het stel dat beloofde terug te komen staat nu voor ze.,The couple who promised to return now stands before them.,neutral,joy,happiness,happiness
"00:50:11,000","00:50:13,000",Ze hebben inderdaad een slaapplek geregeld.,Ze hebben inderdaad een slaapplek geregeld.,They did indeed arrange a place to sleep.,happiness,gratitude,happiness,happiness
"00:50:13,000","00:50:17,000","En twee studenten, die ze ieder moment opkomen halen.","En twee studenten, die ze ieder moment opkomen halen.","And two students, who will pick them up at any moment.",neutral,anticipation,happiness,happiness
"00:50:17,000","00:50:20,000",Ik sta nu in het park. Weet me wel te vinden.,Ik sta nu in het park. Weet me wel te vinden.,I'm in the park now. You know where to find me.,neutral,neutral,neutral,neutral
"00:50:20,000","00:50:22,000",Begin van die steiger. Top.,Begin van die steiger. Top.,Start of that scaffolding. Great.,happiness,approval,happiness,happiness
"00:50:22,000","00:50:25,000","Super, dank je wel. Dank je wel.","Super, dank je wel. Dank je wel.","Great, thank you. Thank you.",happiness,gratitude,happiness,happiness
"00:50:25,000","00:50:27,000",Echt top.,Echt top.,Really great.,happiness,joy,happiness,happiness
"00:50:27,000","00:50:29,000",Team 1 is inmiddels ook in Breda.,Team 1 is inmiddels ook in Breda.,Team 1 is now also in Breda.,neutral,neutral,neutral,neutral
"00:50:29,000","00:50:33,000",Op het hoofdkwartier weten ze niet beter dan dat Bishan en Shiva...,Op het hoofdkwartier weten ze niet beter dan dat Bishan en Shiva...,"At headquarters, they know nothing better than that Bishan and Shiva...",neutral,confusion,sadness,neutral
"00:50:33,000","00:50:36,000",ruim een uur geleden daar met de trein zijn aangekomen.,ruim een uur geleden daar met de trein zijn aangekomen.,arrived there by train just over an hour ago.,neutral,neutral,neutral,neutral
"00:50:36,000","00:50:39,000",Michael en Bo proberen nu in kaart te brengen...,Michael en Bo proberen nu in kaart te brengen...,Michael and Bo are now trying to map out...,neutral,curiosity,neutral,neutral
"00:50:39,000","00:50:41,000",wat de looproute van de jongens is geweest.,wat de looproute van de jongens is geweest.,what the boys' walking route was.,neutral,curiosity,neutral,neutral
"00:50:41,000","00:50:43,000",We staan hier bij het Stadspark.,We staan hier bij het Stadspark.,We are standing here at the City Park.,neutral,neutral,neutral,neutral
"00:50:43,000","00:50:45,000","Op de kruising Willemstraat, Spoorstraat.","Op de kruising Willemstraat, Spoorstraat.",At the intersection of Willemstraat and Spoorstraat.,neutral,neutral,neutral,neutral
"00:50:45,000","00:50:48,000",Daar heb je ook wifi-sensoren staan.,Daar heb je ook wifi-sensoren staan.,There you also have WiFi sensors.,neutral,neutral,neutral,neutral
"00:50:48,000","00:50:52,000",Dus als daar gebeld is...,Dus als daar gebeld is...,So if there was a call...,neutral,curiosity,neutral,neutral
"00:50:52,000","00:50:55,000",of als wij op de camera's mensen zien met telefoons...,of als wij op de camera's mensen zien met telefoons...,or when we see people with phones on the cameras...,neutral,curiosity,neutral,neutral
"00:50:55,000","00:50:58,000",dan zou het zomaar kunnen zijn dat ze daar via een hotspot...,dan zou het zomaar kunnen zijn dat ze daar via een hotspot...,then it could well be that they got there via a hotspot...,neutral,realization,surprise,surprise
"00:50:58,000","00:51:01,000",of een spot van de wifi zijn opgepakt.,of een spot van de wifi zijn opgepakt.,or a spot of the wifi has been picked up.,neutral,realization,surprise,surprise
"00:51:01,000","00:51:03,000",Ik ga jullie even verder helpen. Top.,Ik ga jullie even verder helpen. Top.,I'll help you out a bit further. Great.,happiness,caring,happiness,happiness
"00:51:03,000","00:51:05,000",Zorg dat je een beetje een route loopt.,Zorg dat je een beetje een route loopt.,Make sure you walk a bit of a route.,neutral,neutral,neutral,neutral
"00:51:05,000","00:51:09,000","Wat we ook kunnen doen, als wij een meter of 30 achter jullie lopen...","Wat we ook kunnen doen, als wij een meter of 30 achter jullie lopen...","Whatever we can do, if we walk about 30 meters behind you...",neutral,caring,happiness,neutral
"00:51:09,000","00:51:11,000",dan bellen we gewoon aan als jullie daar staan.,dan bellen we gewoon aan als jullie daar staan.,then we will simply ring the bell when you are there.,neutral,neutral,neutral,neutral
"00:51:11,000","00:51:13,000",Dan lopen jullie eerst naar binnen.,Dan lopen jullie eerst naar binnen.,Then you first walk inside.,neutral,neutral,neutral,neutral
"00:51:13,000","00:51:16,000",Dan lopen wij 30 meter achter jullie aan.,Dan lopen wij 30 meter achter jullie aan.,Then we will walk 30 meters behind you.,neutral,neutral,neutral,neutral
"00:51:17,000","00:51:19,000",Lopen wij achter jullie aan? Ja.,Lopen wij achter jullie aan? Ja.,Are we following you? Yes.,neutral,curiosity,neutral,neutral
"00:51:19,000","00:51:22,000","Super, bedankt. Loop maar op. We lopen jullie achterna.","Super, bedankt. Loop maar op. We lopen jullie achterna.","Great, thanks. Go ahead. We'll follow you.",happiness,approval,happiness,happiness
"00:51:22,000","00:51:24,000",Dank je wel voor het regelen. Tot snel.,Dank je wel voor het regelen. Tot snel.,Thank you for arranging. See you soon.,happiness,gratitude,happiness,happiness
"00:51:24,000","00:51:27,000","Kruising Willemstraat, Spoorstraat.","Kruising Willemstraat, Spoorstraat.",Intersection of Willemstraat and Spoorstraat.,neutral,neutral,neutral,neutral
"00:51:27,000","00:51:31,000",Drie camera's bij de ingang van het park.,Drie camera's bij de ingang van het park.,Three cameras at the entrance of the park.,neutral,neutral,neutral,neutral
"00:51:31,000","00:51:34,000",Loop maar daarheen. Daar? Ja.,Loop maar daarheen. Daar? Ja.,Just walk over there. Over there? Yes.,neutral,neutral,neutral,neutral
"00:51:34,000","00:51:36,000",Loop maar hier. Beter hier.,Loop maar hier. Beter hier.,Just walk here. Better here.,neutral,approval,happiness,happiness
"00:37:52,000","00:37:54,000","Ja, jij komt vanaf de andere kant hier.","Ja, jij komt vanaf de andere kant hier.","Yes, you come here from the other side.",neutral,confirmation,neutral,neutral
"00:37:54,000","00:37:56,000","Oké, ja. Top.","Oké, ja. Top.","Okay, yes. Top.",happiness,approval,happiness,happiness
"00:37:56,000","00:37:58,000",Waar Bishan en Shiva eindelijk Rotterdam uit zijn...,Waar Bishan en Shiva eindelijk Rotterdam uit zijn...,Where Bishan and Shiva finally leave Rotterdam...,neutral,neutral,neutral,neutral
"00:37:58,000","00:38:01,000",rijdt Linda met helper Mark de stad weer in.,rijdt Linda met helper Mark de stad weer in.,Linda drives back into town with helper Mark.,neutral,neutral,neutral,neutral
"00:38:02,000","00:38:04,000",In de wijk Hoogvliet gaat hij voor haar pinnen.,In de wijk Hoogvliet gaat hij voor haar pinnen.,In the Hoogvliet district he goes to get money from her ATM.,neutral,neutral,neutral,neutral
"00:38:04,000","00:38:07,000",Daarna wordt Linda afgezet op een punt zonder camera's...,Daarna wordt Linda afgezet op een punt zonder camera's...,Then Linda is dropped off at a point without cameras...,neutral,relief,happiness,neutral
"00:38:07,000","00:38:10,000",en daar zal vader Kees haar oppikken.,en daar zal vader Kees haar oppikken.,and father Kees will pick her up there.,neutral,neutral,neutral,neutral
"00:38:26,000","00:38:28,000",Met Denise.,Met Denise.,Met Denise.,neutral,neutral,neutral,neutral
"00:38:29,000","00:38:32,000",Vijftig. Vijftig maar? Wat weinig.,Vijftig. Vijftig maar? Wat weinig.,Fifty. Only fifty? How little.,surprise,disappointment,sadness,surprise
"00:38:32,000","00:38:34,000",Hoogvliet?,Hoogvliet?,Highvliet?,neutral,curiosity,neutral,neutral
"00:38:34,000","00:38:38,000",Middenbaan Noord. Mag ik daar gelijk de camerabeelden van?,Middenbaan Noord. Mag ik daar gelijk de camerabeelden van?,Middenbaan Noord. Can I have the camera footage of that right away?,neutral,desire,happiness,neutral
"00:38:39,000","00:38:41,000",Vijftig euro.,Vijftig euro.,Fifty euro.,neutral,neutral,neutral,neutral
"00:38:43,000","00:38:45,000","Hoi, is-ie er al?","Hoi, is-ie er al?","Also, is-ie er al?",neutral,curiosity,neutral,neutral
"00:38:45,000","00:38:47,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:38:47,000","00:38:49,000",Hij moet wel daar gaan staan.,Hij moet wel daar gaan staan.,He has to stand there.,neutral,instruction,neutral,neutral
"00:38:49,000","00:38:51,000","Ja, nou, dan ga ik Kees nu rijden.","Ja, nou, dan ga ik Kees nu rijden.","Yes, well, I'm going to drive Kees now.",neutral,neutral,neutral,neutral
"00:38:51,000","00:38:52,000",Yo.,Yo.,Yo.,neutral,neutral,neutral,neutral
"00:38:53,000","00:38:54,000",Hoi.,Hoi.,Hoi.,neutral,neutral,neutral,neutral
"00:38:54,000","00:38:58,000",Maar het is wel gevaarlijk dat we Mariette van het huis hebben gebeld.,Maar het is wel gevaarlijk dat we Mariette van het huis hebben gebeld.,But it is dangerous that we called Mariette from the house.,neutral,fear,fear,neutral
"00:38:58,000","00:39:02,000",Want stel je voor dat ze jou op het spoor komen...,Want stel je voor dat ze jou op het spoor komen...,Because imagine if they track you down...,fear,fear,fear,fear
"00:39:02,000","00:39:04,000",dan gaan ze misschien naar Mariette toe.,dan gaan ze misschien naar Mariette toe.,then maybe they will go to Mariette.,neutral,fear,fear,neutral
"00:39:04,000","00:39:06,000",Ik denk het niet.,Ik denk het niet.,I do not think so.,neutral,disapproval,disgust,neutral
"00:39:06,000","00:39:09,000","Maar als ze straks in jouw telefoon kijken, wil je dat wissen?","Maar als ze straks in jouw telefoon kijken, wil je dat wissen?","But if they look at your phone later, do you want to delete it?",neutral,nervousness,fear,neutral
"00:39:09,000","00:39:10,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:39:11,000","00:39:13,000",Middenbaan Noord. In Hoogvliet.,Middenbaan Noord. In Hoogvliet.,Middle lane North. In Hoogvliet.,neutral,neutral,neutral,neutral
"00:39:14,000","00:39:17,000","Ja, ze zijn gewoon nog steeds in Rotterdam.","Ja, ze zijn gewoon nog steeds in Rotterdam.","Yes, they are still in Rotterdam.",neutral,realization,surprise,neutral
"00:39:17,000","00:39:19,000",Maar waar zit dit ten opzichte van de Euromast?,Waar is dit in verhouding tot de Euromast?,Where is this in relation to the Euromast?,neutral,curiosity,neutral,neutral
"00:39:19,000","00:39:21,000","Ja, even...","Ja, even...","And, even...",neutral,neutral,neutral,neutral
"00:39:22,000","00:39:23,000",Dat is best een eindje.,Dat is best een eindje.,That's quite a distance.,neutral,realization,surprise,surprise
"00:39:24,000","00:39:26,000",Tweeëneenhalf uur lopen.,Tweeëneenhalf uur lopen.,Two and a half hours of walking.,neutral,disapproval,disgust,neutral
"00:39:27,000","00:39:28,000",Dat hebben ze niet gelopen.,Dat hebben ze niet gelopen.,They didn't run that.,neutral,realization,surprise,neutral
"00:39:29,000","00:39:31,000",Dat zijn ze op een andere manier naartoe gekomen.,Dat zijn ze op een andere manier naartoe gekomen.,They got there in a different way.,neutral,realization,surprise,neutral
"00:39:31,000","00:39:33,000",Dus ze hebben iets van een vervoermiddel.,Dus ze hebben iets van een vervoermiddel.,So they have something of a means of transportation.,neutral,realization,surprise,neutral
"00:39:33,000","00:39:36,000","Oké, mochten de Hunters er zijn...","Oké, mochten de Hunters er zijn...","Okay, if the Hunters are there...",neutral,nervousness,fear,fear
"00:39:36,000","00:39:41,000",stuur dan even een berichtje naar Kees of Mariette.,stuur dan even een berichtje naar Kees of Mariette.,then send a message to Kees or Mariette.,neutral,neutral,neutral,neutral
"00:39:41,000","00:39:45,000","Staat het dier al koud, dan weten wij dat we weg moeten.","Staat het dier al koud, dan weten wij dat we weg moeten.","If the animal is already cold, we know that we have to leave.",neutral,fear,fear,neutral
"00:39:45,000","00:39:46,000",Sally.,Sally.,Sally.,neutral,neutral,neutral,neutral
"00:39:46,000","00:39:50,000",Wil jij mij even helpen met zoeken op de bankrekening van Davy en Linda?,Wil jij mij even helpen met zoeken op de bankrekening van Davy en Linda?,Would you like to help me search Davy and Linda's bank account?,neutral,curiosity,neutral,neutral
"00:39:50,000","00:39:52,000",Want het kan zomaar zo zijn dat zij gebruik hebben gemaakt...,Want het kan zomaar zo zijn dat zij gebruik hebben gemaakt...,Because it could very well be that they have taken advantage of...,neutral,curiosity,neutral,neutral
"00:39:52,000","00:39:55,000",van een van die scootertjes in Rotterdam.,van een van die scootertjes in Rotterdam.,from one of those scooters in Rotterdam.,neutral,neutral,neutral,neutral
"00:39:55,000","00:39:56,000",En we moeten nog steeds alle...,En we moeten nog steeds alle...,And we still have to do all...,neutral,neutral,neutral,neutral
"00:39:56,000","00:39:59,000",Wil jij die van 17 mei pakken van Davy?,Wil jij die van 17 mei pakken van Davy?,Would you like to grab the one from Davy on May 17?,neutral,neutral,neutral,neutral
