Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:13:14,000","00:13:18,000",I could not believe when I looked down how much gear there was on that mat.,I could not believe when I looked down how much gear there was on that mat.,I could not believe when I looked down how much gear there was on that mat.,surprise,moderate
"00:13:18,000","00:13:24,000","I looked over the other tribe and I was going, oh, I know which tribe I'm going to be in.","I looked over the other tribe and I was going, oh, I know which tribe I'm going to be in.","I looked over the other tribe and I was going, oh, I know which tribe I'm going to be in.",surprise,mild
"00:13:24,000","00:13:30,000",And Isabel?,And Isabel?,And Isabel?,surprise,mild
"00:13:31,000","00:13:35,000",Playing the game early!,Playing the game early!,Playing the game early!,happiness,moderate
"00:13:35,000","00:13:39,000","Well, it's a strategy and this is a game and I did what I could.","Well, it's a strategy and this is a game and I did what I could.","Well, it's a strategy and this is a game and I did what I could.",happiness,mild
"00:13:39,000","00:13:41,000",I read between the lines.,I read between the lines.,I read between the lines.,surprise,mild
"00:13:41,000","00:13:44,000","I'm not a bitter person, but no, actually I'm a very bitter person.","I'm not a bitter person, but no, actually I'm a very bitter person.","I'm not a bitter person, but no, actually I'm a very bitter person.",sadness,moderate
"00:13:44,000","00:13:47,000",I'm not happy at all. I'm pretty pissed off.,I'm not happy at all. I'm pretty pissed off.,I'm not happy at all. I'm pretty pissed off.,anger,intense
"00:13:47,000","00:13:50,000",Maybe we should give them a knife. I'll give them a knife at the end.,Maybe we should give them a knife. I'll give them a knife at the end.,Maybe we should give them a knife. I'll give them a knife at the end.,happiness,mild
"00:13:50,000","00:13:52,000","Dee, is this how you wanted to start this game?","Dee, is this how you wanted to start this game?","Dee, is this how you wanted to start this game?",surprise,mild
"00:13:52,000","00:13:56,000",We're here to play survivor. I've got a pot. I'm good.,We're here to play survivor. I've got a pot. I'm good.,We're here to play survivor. I've got a pot. I'm good.,happiness,moderate
"00:13:56,000","00:14:00,000",At one point we'll get fire. You always end up with fire.,At one point we'll get fire. You always end up with fire.,At one point we'll get fire. You always end up with fire.,happiness,mild
"00:14:00,000","00:14:04,000",I've got a good team. I've got a squished melon. I'm all right.,I've got a good team. I've got a squished melon. I'm all right.,I've got a good team. I've got a squished melon. I'm all right.,happiness,mild
"00:14:04,000","00:14:08,000","All right, guys. Grab your loot. Set up camp for the first time.","All right, guys. Grab your loot. Set up camp for the first time.","All right, guys. Grab your loot. Set up camp for the first time.",happiness,mild
"00:14:08,000","00:14:12,000","Ogaton, you're going that way.","Ogaton, you're going that way.","Ogaton, you're going that way.",neutral,neutral
"00:14:12,000","00:14:15,000",Here's a map to your camp.,Here's a map to your camp.,Here's a map to your camp.,neutral,neutral
"00:14:15,000","00:14:16,000",That's camp loot.,That's camp loot.,That's camp loot.,neutral,neutral
"00:14:16,000","00:14:19,000","Mimosa, you're going that way.","Mimosa, you're going that way.","Mimosa, you're going that way.",neutral,neutral
"00:14:27,000","00:14:30,000",Can I just say one thing? I just want to...,Can I just say one thing? I just want to...,Can I just say one thing? I just want to...,fear,mild
"00:14:30,000","00:14:32,000",I feel bad if you don't have a knife.,I feel bad if you don't have a knife.,I feel bad if you don't have a knife.,happiness,mild
"00:14:32,000","00:14:33,000",What?,What?,What?,surprise,mild
"00:14:33,000","00:14:35,000",So I'll give you a knife.,So I'll give you a knife.,So I'll give you a knife.,happiness,mild
"00:14:35,000","00:14:37,000",Got one. Take it.,Got one. Take it.,Got one. Take it.,neutral,neutral
"00:14:37,000","00:14:40,000","No, no, no. Grab that knife, Jack.","No, no, no. Grab that knife, Jack.","No, no, no. Grab that knife, Jack.",neutral,neutral
"00:14:40,000","00:14:42,000",I don't want to take it.,I don't want to take it.,I don't want to take it.,anger,mild
"00:14:42,000","00:14:44,000","The whole principle is if you're going to steal,","The whole principle is if you're going to steal,","The whole principle is if you're going to steal,",anger,moderate
"00:14:44,000","00:14:49,000",then you've got to live with the consequences of looking like a bit of a villain.,then you've got to live with the consequences of looking like a bit of a villain.,then you've got to live with the consequences of looking like a bit of a villain.,anger,moderate
"00:14:49,000","00:14:51,000","Isabel, what was that about?","Isabel, what was that about?","Isabel, what was that about?",surprise,mild
"00:14:51,000","00:14:54,000","I think a knife is essential, and if you didn't have that,","I think a knife is essential, and if you didn't have that,","I think a knife is essential, and if you didn't have that,",happiness,mild
"00:14:54,000","00:14:57,000",I couldn't imagine going into the bush without one.,I couldn't imagine going into the bush without one.,I couldn't imagine going into the bush without one.,neutral,neutral
"00:14:57,000","00:15:00,000","Isabel, you're being nice right off the bat.","Isabel, you're being nice right off the bat.","Isabel, you're being nice right off the bat.",surprise,mild
"00:15:00,000","00:15:02,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:15:02,000","00:15:04,000",I'm confused by your strategy.,I'm confused by your strategy.,I'm confused by your strategy.,surprise,moderate
"00:15:04,000","00:15:07,000","Well, I have morals, and I have a moral compass as well,","Well, I have morals, and I have a moral compass as well,","Well, I have morals, and I have a moral compass as well,",happiness,mild
"00:15:07,000","00:15:11,000","and so, you know, I feel bad for them as well.","and so, you know, I feel bad for them as well.","and so, you know, I feel bad for them as well.",happiness,mild
"00:15:11,000","00:15:15,000","It is a game at the end of the day, and it was just part of the strategy.","It is a game at the end of the day, and it was just part of the strategy.","It is a game at the end of the day, and it was just part of the strategy.",neutral,neutral
"00:15:25,000","00:15:27,000","Awesome, mate. There's our beach.","Awesome, mate. There's our beach.","Awesome, mate. There's our beach.",happiness,moderate
"00:15:27,000","00:15:29,000",This is wicked.,This is wicked.,This is wicked.,happiness,moderate
"00:15:29,000","00:15:32,000","Is that a point break over there, Tom?","Is that a point break over there, Tom?","Is that a point break over there, Tom?",surprise,mild
"00:15:32,000","00:15:34,000","Yeah, mate.","Yeah, mate.","Yeah, mate.",neutral,neutral
"00:15:36,000","00:15:39,000","This is our home for the next however long, guys.","This is our home for the next however long, guys.","This is our home for the next however long, guys.",happiness,mild
"00:15:39,000","00:15:43,000","Walking together, we were all really stoked, you know, for winning,","Walking together, we were all really stoked, you know, for winning,","Walking together, we were all really stoked, you know, for winning,",happiness,moderate
"00:15:43,000","00:15:46,000","and we're just carrying all our goods, and we're looking out in the ocean,","and we're just carrying all our goods, and we're looking out in the ocean,","and we're just carrying all our goods, and we're looking out in the ocean,",neutral,neutral
"00:15:46,000","00:15:49,000","and you see these pelicans, and you realise,","and you see these pelicans, and you realise,","and you see these pelicans, and you realise,",surprise,mild
"00:15:49,000","00:15:53,000","wow, we're not in South Auckland anymore.","wow, we're not in South Auckland anymore.","wow, we're not in South Auckland anymore.",surprise,mild
"00:15:53,000","00:15:55,000","Oh, yeah.","Oh, yeah.","Oh, yeah.",neutral,neutral
"00:15:55,000","00:15:57,000",Nice.,Nice.,Nice.,happiness,mild
"00:15:57,000","00:16:02,000","And as soon as we saw our flag, we knew, oh, this is home base.","And as soon as we saw our flag, we knew, oh, this is home base.","And as soon as we saw our flag, we knew, oh, this is home base.",surprise,moderate
"00:16:02,000","00:16:05,000","Yeah, it sunk in. We're here.","Yeah, it sunk in. We're here.","Yeah, it sunk in. We're here.",surprise,moderate
"00:16:05,000","00:16:07,000","One, two, three.","One, two, three.","One, two, three.",neutral,neutral
"00:16:07,000","00:16:09,000",Muggerton!,Muggerton!,Muggerton!,happiness,mild
"00:16:09,000","00:16:11,000",Woo-hoo!,Woo-hoo!,Woods!,happiness,mild
"00:16:11,000","00:16:14,000","We'll go over here in the shade, and we'll just get out of the asylum,","We'll go over here in the shade, and we'll just get out of the asylum,","We'll go over here in the shade, and we'll just get out of the asylum,",happiness,mild
"00:16:14,000","00:16:17,000","and we'll have a quick chat, and then we'll get into it.","and we'll have a quick chat, and then we'll get into it.","and we'll have a quick chat, and then we'll get into it.",neutral,neutral
"00:16:17,000","00:16:20,000",You can leave all your gear here.,You can leave all your gear here.,You can leave all your gear here.,neutral,neutral
"00:16:20,000","00:16:22,000","OK, guys, just a suggestion.","OK, guys, just a suggestion.","OK, guys, just a suggestion.",neutral,neutral
"00:16:22,000","00:16:25,000","I've got a bit of experience working in bush like this,","I've got a bit of experience working in bush like this,","I've got a bit of experience working in bush like this,",happiness,mild
"00:16:25,000","00:16:28,000","how to set up a camp, toilet, and all the rest of it, but we're a team,","how to set up a camp, toilet, and all the rest of it, but we're a team,","how to set up a camp, toilet, and all the rest of it, but we're a team,",happiness,mild
"00:16:28,000","00:16:30,000","and I think if we play together,","and I think if we play together,","and I think if we play together,",happiness,mild
"00:16:30,000","00:16:33,000","everybody's got input and a bit of a say on what goes on, eh?","everybody's got input and a bit of a say on what goes on, eh?","everybody's got input and a bit of a say on what goes on, eh?",happiness,mild
"00:16:33,000","00:16:35,000",Matua Tony?,Matua Tony?,Master Tony?,surprise,mild
"00:16:35,000","00:16:37,000","Yeah, man, he's the man, eh?","Yeah, man, he's the man, eh?","Yeah, man, he's the man, eh?",happiness,mild
"00:16:37,000","00:16:40,000","He's got a lot of experience, man, a lot of knowledge,","He's got a lot of experience, man, a lot of knowledge,","He's got a lot of experience, man, a lot of knowledge,",happiness,moderate
